book,chunk_id,text,v,a,d,n_tokens,n_hits,coverage,valence_only,v01,a01,d01
Pride and Prejudice.clean,237,"neighbour, till Sir William thus began:-- ""What a charming amusement for young people this is, Mr. Darcy! There is nothing like dancing, after all. I consider it as one of the first refinements of polished societies."" ""Certainly, sir; and it has the advantage also of being in vogue amongst the less polished societies of the world: every savage can dance."" Sir William only smiled. ""Your friend performs delightfully,"" he continued, after a pause, on seeing Bingley join the group; ""and I doubt not that you are an adept in the science yourself, Mr. Darcy."" ""You saw me dance at Meryton, I believe, sir."" ""Yes, indeed, and received no inconsiderable pleasure from the sight. Do you often dance at St.",0.16915,-0.030237,0.089013,116,80,0.689655,0.16915,0.584575,0.4848815,0.5445065
Pride and Prejudice.clean,238,"dance."" Sir William only smiled. ""Your friend performs delightfully,"" he continued, after a pause, on seeing Bingley join the group; ""and I doubt not that you are an adept in the science yourself, Mr. Darcy."" ""You saw me dance at Meryton, I believe, sir."" ""Yes, indeed, and received no inconsiderable pleasure from the sight. Do you often dance at St. James's?"" ""Never, sir."" ""Do you not think it would be a proper compliment to the place?"" ""It is a compliment which I never pay to any place if I can avoid it."" ""You have a house in town, I conclude?"" Mr.",0.193,-0.098859,0.086781,100,64,0.64,0.193,0.5965,0.4505705,0.5433905
Pride and Prejudice.clean,239,"I believe, sir."" ""Yes, indeed, and received no inconsiderable pleasure from the sight. Do you often dance at St. James's?"" ""Never, sir."" ""Do you not think it would be a proper compliment to the place?"" ""It is a compliment which I never pay to any place if I can avoid it."" ""You have a house in town, I conclude?"" Mr. Darcy bowed. ""I had once some thoughts of fixing in town myself, for I am fond of superior society; but I did not feel quite certain that the air of London would agree with Lady Lucas.""",0.123129,-0.11829,0.078677,92,62,0.673913,0.123129,0.5615645,0.440855,0.5393384999999999
Pride and Prejudice.clean,240,"is a compliment which I never pay to any place if I can avoid it."" ""You have a house in town, I conclude?"" Mr. Darcy bowed. ""I had once some thoughts of fixing in town myself, for I am fond of superior society; but I did not feel quite certain that the air of London would agree with Lady Lucas."" He paused in hopes of an answer: but his companion was not disposed to make any; and Elizabeth at that instant moving towards them, he was struck with the notion of doing a very gallant thing, and called out to her,-- ""My dear Miss Eliza, why are not you dancing? Mr.",0.084926,-0.077926,0.053279,104,68,0.653846,0.084926,0.542463,0.46103700000000003,0.5266395
Pride and Prejudice.clean,241,"the air of London would agree with Lady Lucas."" He paused in hopes of an answer: but his companion was not disposed to make any; and Elizabeth at that instant moving towards them, he was struck with the notion of doing a very gallant thing, and called out to her,-- ""My dear Miss Eliza, why are not you dancing? Mr. Darcy, you must allow me to present this young lady to you as a very desirable partner. You cannot refuse to dance, I am sure, when so much beauty is before you."" And, taking her hand, he would have given it to Mr.",0.123672,-0.055328,0.060312,97,64,0.659794,0.123672,0.561836,0.472336,0.530156
Pride and Prejudice.clean,242,"gallant thing, and called out to her,-- ""My dear Miss Eliza, why are not you dancing? Mr. Darcy, you must allow me to present this young lady to you as a very desirable partner. You cannot refuse to dance, I am sure, when so much beauty is before you."" And, taking her hand, he would have given it to Mr. Darcy, who, though extremely surprised, was not unwilling to receive it, when she instantly drew back, and said with some discomposure to Sir William,-- ""Indeed, sir, I have not the least intention of dancing. I entreat you not to suppose that I moved this way in order to beg for a partner."" Mr.",0.076903,0.001347,0.009667,107,72,0.672897,0.076903,0.5384515,0.5006735,0.5048335
Pride and Prejudice.clean,243,"he would have given it to Mr. Darcy, who, though extremely surprised, was not unwilling to receive it, when she instantly drew back, and said with some discomposure to Sir William,-- ""Indeed, sir, I have not the least intention of dancing. I entreat you not to suppose that I moved this way in order to beg for a partner."" Mr. Darcy, with grave propriety, requested to be allowed the honour of her hand, but in vain.",0.05216,-0.03232,-0.00078,72,50,0.694444,0.05216,0.52608,0.48384,0.49961
Pride and Prejudice.clean,244,"receive it, when she instantly drew back, and said with some discomposure to Sir William,-- ""Indeed, sir, I have not the least intention of dancing. I entreat you not to suppose that I moved this way in order to beg for a partner."" Mr. Darcy, with grave propriety, requested to be allowed the honour of her hand, but in vain. Elizabeth was determined; nor did Sir William at all shake her purpose by his attempt at persuasion. ""You excel so much in the dance, Miss Eliza, that it is cruel to deny me the happiness of seeing you; and though this gentleman dislikes the amusement in general, he can have no objection, I am sure, to oblige us for one half hour."" ""Mr.",0.089737,0.007588,0.053538,114,80,0.701754,0.089737,0.5448685,0.503794,0.526769
Pride and Prejudice.clean,245,"nor did Sir William at all shake her purpose by his attempt at persuasion. ""You excel so much in the dance, Miss Eliza, that it is cruel to deny me the happiness of seeing you; and though this gentleman dislikes the amusement in general, he can have no objection, I am sure, to oblige us for one half hour."" ""Mr. Darcy is all politeness,"" said Elizabeth, smiling. ""He is, indeed: but considering the inducement, my dear Miss Eliza, we cannot wonder at his complaisance; for who would object to such a partner?"" Elizabeth looked archly, and turned away.",0.149937,0.029111,0.108635,92,63,0.684783,0.149937,0.5749685,0.5145555,0.5543175
Pride and Prejudice.clean,246,"gentleman dislikes the amusement in general, he can have no objection, I am sure, to oblige us for one half hour."" ""Mr. Darcy is all politeness,"" said Elizabeth, smiling. ""He is, indeed: but considering the inducement, my dear Miss Eliza, we cannot wonder at his complaisance; for who would object to such a partner?"" Elizabeth looked archly, and turned away. Her resistance had not injured her with the gentleman, and he was thinking of her with some complacency, when thus accosted by Miss Bingley,-- ""I can guess the subject of your reverie."" ""I should imagine not."" ""You are considering how insupportable it would be to pass many evenings in this manner,--in such society; and, indeed, I am quite of your opinion.",0.146438,-0.055912,0.09315,117,80,0.683761,0.146438,0.573219,0.472044,0.546575
Pride and Prejudice.clean,247,"resistance had not injured her with the gentleman, and he was thinking of her with some complacency, when thus accosted by Miss Bingley,-- ""I can guess the subject of your reverie."" ""I should imagine not."" ""You are considering how insupportable it would be to pass many evenings in this manner,--in such society; and, indeed, I am quite of your opinion. I was never more annoyed! The insipidity, and yet the noise--the nothingness, and yet the self-importance, of all these people! What would I give to hear your strictures on them!"" ""Your conjecture is totally wrong, I assure you. My mind was more agreeably engaged.",0.097453,-0.081173,0.072973,104,75,0.721154,0.097453,0.5487265,0.45941350000000003,0.5364865
Pride and Prejudice.clean,248,"pass many evenings in this manner,--in such society; and, indeed, I am quite of your opinion. I was never more annoyed! The insipidity, and yet the noise--the nothingness, and yet the self-importance, of all these people! What would I give to hear your strictures on them!"" ""Your conjecture is totally wrong, I assure you. My mind was more agreeably engaged. I have been meditating on the very great pleasure which a pair of fine eyes in the face of a pretty woman can bestow."" Miss Bingley immediately fixed her eyes on his face, and desired he would tell her what lady had the credit of inspiring such reflections. Mr.",0.172718,-0.102218,0.079321,108,78,0.722222,0.172718,0.586359,0.448891,0.5396605
Pride and Prejudice.clean,249,"totally wrong, I assure you. My mind was more agreeably engaged. I have been meditating on the very great pleasure which a pair of fine eyes in the face of a pretty woman can bestow."" Miss Bingley immediately fixed her eyes on his face, and desired he would tell her what lady had the credit of inspiring such reflections. Mr. Darcy replied, with great intrepidity,-- ""Miss Elizabeth Bennet."" ""Miss Elizabeth Bennet!"" repeated Miss Bingley. ""I am all astonishment. How long has she been such a favourite? and pray when am I to wish you joy?"" ""That is exactly the question which I expected you to ask.",0.258042,-0.061958,0.122648,102,71,0.696078,0.258042,0.629021,0.469021,0.561324
Pride and Prejudice.clean,250,"he would tell her what lady had the credit of inspiring such reflections. Mr. Darcy replied, with great intrepidity,-- ""Miss Elizabeth Bennet."" ""Miss Elizabeth Bennet!"" repeated Miss Bingley. ""I am all astonishment. How long has she been such a favourite? and pray when am I to wish you joy?"" ""That is exactly the question which I expected you to ask. A lady's imagination is very rapid; it jumps from admiration to love, from love to matrimony, in a moment. I knew you would be wishing me joy."" ""Nay, if you are so serious about it, I shall consider the matter as absolutely settled.",0.213145,-0.003609,0.11,101,69,0.683168,0.213145,0.6065725,0.4981955,0.555
Pride and Prejudice.clean,251,"am I to wish you joy?"" ""That is exactly the question which I expected you to ask. A lady's imagination is very rapid; it jumps from admiration to love, from love to matrimony, in a moment. I knew you would be wishing me joy."" ""Nay, if you are so serious about it, I shall consider the matter as absolutely settled. You will have a charming mother-in-law, indeed, and of course she will be always at Pemberley with you.""",0.245873,-0.030091,0.127873,77,55,0.714286,0.245873,0.6229365,0.4849545,0.5639365
Pride and Prejudice.clean,252,"lady's imagination is very rapid; it jumps from admiration to love, from love to matrimony, in a moment. I knew you would be wishing me joy."" ""Nay, if you are so serious about it, I shall consider the matter as absolutely settled. You will have a charming mother-in-law, indeed, and of course she will be always at Pemberley with you."" He listened to her with perfect indifference, while she chose to entertain herself in this manner; and as his composure convinced her that all was safe, her wit flowed along. [Illustration: ""A note for Miss Bennet"" [_Copyright 1894 by George Allen._]] CHAPTER VII. [Illustration] Mr.",0.246378,-0.065797,0.125365,104,74,0.711538,0.246378,0.623189,0.4671015,0.5626825
Pride and Prejudice.clean,253,"a charming mother-in-law, indeed, and of course she will be always at Pemberley with you."" He listened to her with perfect indifference, while she chose to entertain herself in this manner; and as his composure convinced her that all was safe, her wit flowed along. [Illustration: ""A note for Miss Bennet"" [_Copyright 1894 by George Allen._]] CHAPTER VII. [Illustration] Mr. Bennet's property consisted almost entirely in an estate of two thousand a year, which, unfortunately for his daughters, was entailed, in default of heirs male, on a distant relation; and their mother's fortune, though ample for her situation in life, could but ill supply the deficiency of his.",0.166945,-0.105,0.090315,107,73,0.682243,0.166945,0.5834725000000001,0.4475,0.5451575
Pride and Prejudice.clean,254,"for Miss Bennet"" [_Copyright 1894 by George Allen._]] CHAPTER VII. [Illustration] Mr. Bennet's property consisted almost entirely in an estate of two thousand a year, which, unfortunately for his daughters, was entailed, in default of heirs male, on a distant relation; and their mother's fortune, though ample for her situation in life, could but ill supply the deficiency of his. Her father had been an attorney in Meryton, and had left her four thousand pounds. She had a sister married to a Mr. Philips, who had been a clerk to their father and succeeded him in the business, and a brother settled in London in a respectable line of trade.",0.11727,-0.127095,0.076873,109,63,0.577982,0.11727,0.558635,0.4364525,0.5384365
Pride and Prejudice.clean,255,"in life, could but ill supply the deficiency of his. Her father had been an attorney in Meryton, and had left her four thousand pounds. She had a sister married to a Mr. Philips, who had been a clerk to their father and succeeded him in the business, and a brother settled in London in a respectable line of trade. The village of Longbourn was only one mile from Meryton; a most convenient distance for the young ladies, who were usually tempted thither three or four times a week, to pay their duty to their aunt, and to a milliner's shop just over the way.",0.133063,-0.129635,0.046254,104,63,0.605769,0.133063,0.5665315,0.4351825,0.523127
Pride and Prejudice.clean,256,"in the business, and a brother settled in London in a respectable line of trade. The village of Longbourn was only one mile from Meryton; a most convenient distance for the young ladies, who were usually tempted thither three or four times a week, to pay their duty to their aunt, and to a milliner's shop just over the way. The two youngest of the family, Catherine and Lydia, were particularly frequent in these attentions: their minds were more vacant than their sisters', and when nothing better offered, a walk to Meryton was necessary to amuse their morning hours and furnish conversation for the evening; and, however bare of news the country in general might be, they always contrived to learn some from their aunt.",0.134489,-0.08133,0.069023,123,88,0.715447,0.134489,0.5672445,0.459335,0.5345115
Pride and Prejudice.clean,257,"family, Catherine and Lydia, were particularly frequent in these attentions: their minds were more vacant than their sisters', and when nothing better offered, a walk to Meryton was necessary to amuse their morning hours and furnish conversation for the evening; and, however bare of news the country in general might be, they always contrived to learn some from their aunt. At present, indeed, they were well supplied both with news and happiness by the recent arrival of a militia regiment in the neighbourhood; it was to remain the whole winter, and Meryton was the head-quarters. Their visits to Mrs. Philips were now productive of the most interesting intelligence.",0.157939,-0.022902,0.108646,103,82,0.796117,0.157939,0.5789695,0.488549,0.554323
Pride and Prejudice.clean,258,"general might be, they always contrived to learn some from their aunt. At present, indeed, they were well supplied both with news and happiness by the recent arrival of a militia regiment in the neighbourhood; it was to remain the whole winter, and Meryton was the head-quarters. Their visits to Mrs. Philips were now productive of the most interesting intelligence. Every day added something to their knowledge of the officers' names and connections. Their lodgings were not long a secret, and at length they began to know the officers themselves. Mr. Philips visited them all, and this opened to his nieces a source of felicity unknown before. They could talk of nothing but officers; and Mr.",0.151024,-0.026205,0.102289,110,83,0.754545,0.151024,0.575512,0.4868975,0.5511445
Pride and Prejudice.clean,259,"the most interesting intelligence. Every day added something to their knowledge of the officers' names and connections. Their lodgings were not long a secret, and at length they began to know the officers themselves. Mr. Philips visited them all, and this opened to his nieces a source of felicity unknown before. They could talk of nothing but officers; and Mr. Bingley's large fortune, the mention of which gave animation to their mother, was worthless in their eyes when opposed to the regimentals of an ensign. After listening one morning to their effusions on this subject, Mr.",0.1265,-0.045625,0.046109,91,64,0.703297,0.1265,0.56325,0.4771875,0.5230545
Pride and Prejudice.clean,260,"visited them all, and this opened to his nieces a source of felicity unknown before. They could talk of nothing but officers; and Mr. Bingley's large fortune, the mention of which gave animation to their mother, was worthless in their eyes when opposed to the regimentals of an ensign. After listening one morning to their effusions on this subject, Mr. Bennet coolly observed,-- ""From all that I can collect by your manner of talking, you must be two of the silliest girls in the country. I have suspected it some time, but I am now convinced.""",0.106738,-0.088815,0.011046,91,65,0.714286,0.106738,0.553369,0.4555925,0.505523
Pride and Prejudice.clean,261,"was worthless in their eyes when opposed to the regimentals of an ensign. After listening one morning to their effusions on this subject, Mr. Bennet coolly observed,-- ""From all that I can collect by your manner of talking, you must be two of the silliest girls in the country. I have suspected it some time, but I am now convinced."" Catherine was disconcerted, and made no answer; but Lydia, with perfect indifference, continued to express her admiration of Captain Carter, and her hope of seeing him in the course of the day, as he was going the next morning to London. ""I am astonished, my dear,"" said Mrs.",0.105216,-0.075081,0.026514,104,74,0.711538,0.105216,0.552608,0.4624595,0.513257
Pride and Prejudice.clean,262,"country. I have suspected it some time, but I am now convinced."" Catherine was disconcerted, and made no answer; but Lydia, with perfect indifference, continued to express her admiration of Captain Carter, and her hope of seeing him in the course of the day, as he was going the next morning to London. ""I am astonished, my dear,"" said Mrs. Bennet, ""that you should be so ready to think your own children silly.",0.156849,-0.025509,0.08783,72,53,0.736111,0.156849,0.5784245,0.4872455,0.543915
Pride and Prejudice.clean,263,"was disconcerted, and made no answer; but Lydia, with perfect indifference, continued to express her admiration of Captain Carter, and her hope of seeing him in the course of the day, as he was going the next morning to London. ""I am astonished, my dear,"" said Mrs. Bennet, ""that you should be so ready to think your own children silly. If I wished to think slightingly of anybody's children, it should not be of my own, however."" ""If my children are silly, I must hope to be always sensible of it."" ""Yes; but as it happens, they are all of them very clever."" ""This is the only point, I flatter myself, on which we do not agree.",0.131573,-0.057854,0.061326,117,89,0.760684,0.131573,0.5657865,0.471073,0.530663
Pride and Prejudice.clean,264,"own children silly. If I wished to think slightingly of anybody's children, it should not be of my own, however."" ""If my children are silly, I must hope to be always sensible of it."" ""Yes; but as it happens, they are all of them very clever."" ""This is the only point, I flatter myself, on which we do not agree. I had hoped that our sentiments coincided in every particular, but I must so far differ from you as to think our two youngest daughters uncommonly foolish."" ""My dear Mr. Bennet, you must not expect such girls to have the sense of their father and mother.",0.108737,-0.114618,0.0165,104,76,0.730769,0.108737,0.5543685,0.442691,0.50825
Pride and Prejudice.clean,265,"""This is the only point, I flatter myself, on which we do not agree. I had hoped that our sentiments coincided in every particular, but I must so far differ from you as to think our two youngest daughters uncommonly foolish."" ""My dear Mr. Bennet, you must not expect such girls to have the sense of their father and mother. When they get to our age, I dare say they will not think about officers any more than we do.",0.057902,-0.102,0.018863,73,51,0.69863,0.057902,0.528951,0.449,0.5094315
Pride and Prejudice.clean,266,"coincided in every particular, but I must so far differ from you as to think our two youngest daughters uncommonly foolish."" ""My dear Mr. Bennet, you must not expect such girls to have the sense of their father and mother. When they get to our age, I dare say they will not think about officers any more than we do. I remember the time when I liked a red coat myself very well--and, indeed, so I do still at my heart; and if a smart young colonel, with five or six thousand a year, should want one of my girls, I shall not say nay to him; and I thought Colonel Forster looked very becoming the other night at Sir William's in his regimentals."" ""Mamma,"" cried Lydia, ""my aunt says that Colonel Forster and Captain Carter do not go so often to Miss Watson's as they did when they first came; she sees them now very often standing in Clarke's library.""",0.115047,-0.096589,0.030804,154,107,0.694805,0.115047,0.5575235,0.4517055,0.515402
Pride and Prejudice.clean,267,"shall not say nay to him; and I thought Colonel Forster looked very becoming the other night at Sir William's in his regimentals."" ""Mamma,"" cried Lydia, ""my aunt says that Colonel Forster and Captain Carter do not go so often to Miss Watson's as they did when they first came; she sees them now very often standing in Clarke's library."" Mrs. Bennet was prevented replying by the entrance of the footman with a note for Miss Bennet; it came from Netherfield, and the servant waited for an answer. Mrs. Bennet's eyes sparkled with pleasure, and she was eagerly calling out, while her daughter read,-- ""Well, Jane, who is it from? What is it about? What does he say?",0.108132,-0.054868,0.008763,115,76,0.66087,0.108132,0.554066,0.472566,0.5043815
Pride and Prejudice.clean,268,"Clarke's library."" Mrs. Bennet was prevented replying by the entrance of the footman with a note for Miss Bennet; it came from Netherfield, and the servant waited for an answer. Mrs. Bennet's eyes sparkled with pleasure, and she was eagerly calling out, while her daughter read,-- ""Well, Jane, who is it from? What is it about? What does he say? Well, Jane, make haste and tell us; make haste, my love."" ""It is from Miss Bingley,"" said Jane, and then read it aloud. /* NIND ""My dear friend, */ ""If you are not so compassionate as to dine to-day with Louisa and me, we shall be in danger of hating each other for the rest of our lives; for a whole day's _tête-à-tête_ between two women can never end without a quarrel.",0.145259,-0.049988,-0.007482,128,85,0.664062,0.145259,0.5726295,0.475006,0.496259
Pride and Prejudice.clean,269,"is from Miss Bingley,"" said Jane, and then read it aloud. /* NIND ""My dear friend, */ ""If you are not so compassionate as to dine to-day with Louisa and me, we shall be in danger of hating each other for the rest of our lives; for a whole day's _tête-à-tête_ between two women can never end without a quarrel. Come as soon as you can on the receipt of this. My brother and the gentlemen are to dine with the officers. Yours ever, ""CAROLINE BINGLEY."" ""With the officers!"" cried Lydia: ""I wonder my aunt did not tell us of _that_."" ""Dining out,"" said Mrs.",0.104172,-0.038094,-0.003672,103,64,0.621359,0.104172,0.552086,0.480953,0.498164
Pride and Prejudice.clean,270,"lives; for a whole day's _tête-à-tête_ between two women can never end without a quarrel. Come as soon as you can on the receipt of this. My brother and the gentlemen are to dine with the officers. Yours ever, ""CAROLINE BINGLEY."" ""With the officers!"" cried Lydia: ""I wonder my aunt did not tell us of _that_."" ""Dining out,"" said Mrs. Bennet; ""that is very unlucky."" ""Can I have the carriage?"" said Jane. ""No, my dear, you had better go on horseback, because it seems likely to rain; and then you must stay all night."" ""That would be a good scheme,"" said Elizabeth, ""if you were sure that they would not offer to send her home."" ""Oh, but the gentlemen will have Mr.",0.119149,-0.090514,0.019405,120,74,0.616667,0.119149,0.5595745,0.454743,0.5097025
Pride and Prejudice.clean,271,"is very unlucky."" ""Can I have the carriage?"" said Jane. ""No, my dear, you had better go on horseback, because it seems likely to rain; and then you must stay all night."" ""That would be a good scheme,"" said Elizabeth, ""if you were sure that they would not offer to send her home."" ""Oh, but the gentlemen will have Mr. Bingley's chaise to go to Meryton; and the Hursts have no horses to theirs."" ""I had much rather go in the coach."" ""But, my dear, your father cannot spare the horses, I am sure. They are wanted in the farm, Mr.",0.120983,-0.11205,0.047283,96,60,0.625,0.120983,0.5604915,0.443975,0.5236415
Pride and Prejudice.clean,272,"you were sure that they would not offer to send her home."" ""Oh, but the gentlemen will have Mr. Bingley's chaise to go to Meryton; and the Hursts have no horses to theirs."" ""I had much rather go in the coach."" ""But, my dear, your father cannot spare the horses, I am sure. They are wanted in the farm, Mr. Bennet, are not they?"" [Illustration: Cheerful prognostics] ""They are wanted in the farm much oftener than I can get them."" ""But if you have got them to-day,"" said Elizabeth, ""my mother's purpose will be answered.""",0.130528,-0.087377,0.074887,93,53,0.569892,0.130528,0.565264,0.4563115,0.5374435
Pride and Prejudice.clean,273,"much rather go in the coach."" ""But, my dear, your father cannot spare the horses, I am sure. They are wanted in the farm, Mr. Bennet, are not they?"" [Illustration: Cheerful prognostics] ""They are wanted in the farm much oftener than I can get them."" ""But if you have got them to-day,"" said Elizabeth, ""my mother's purpose will be answered."" She did at last extort from her father an acknowledgment that the horses were engaged; Jane was therefore obliged to go on horseback, and her mother attended her to the door with many cheerful prognostics of a bad day. Her hopes were answered; Jane had not been gone long before it rained hard.",0.107683,-0.057444,0.049254,106,63,0.59434,0.107683,0.5538415,0.471278,0.524627
Pride and Prejudice.clean,274,"Elizabeth, ""my mother's purpose will be answered."" She did at last extort from her father an acknowledgment that the horses were engaged; Jane was therefore obliged to go on horseback, and her mother attended her to the door with many cheerful prognostics of a bad day. Her hopes were answered; Jane had not been gone long before it rained hard. Her sisters were uneasy for her, but her mother was delighted. The rain continued the whole evening without intermission; Jane certainly could not come back. ""This was a lucky idea of mine, indeed!"" said Mrs. Bennet, more than once, as if the credit of making it rain were all her own.",0.1134,-0.067708,0.034862,101,65,0.643564,0.1134,0.5567,0.466146,0.517431
Pride and Prejudice.clean,275,"had not been gone long before it rained hard. Her sisters were uneasy for her, but her mother was delighted. The rain continued the whole evening without intermission; Jane certainly could not come back. ""This was a lucky idea of mine, indeed!"" said Mrs. Bennet, more than once, as if the credit of making it rain were all her own. Till the next morning, however, she was not aware of all the felicity of her contrivance. Breakfast was scarcely over when a servant from Netherfield brought the following note for Elizabeth:-- /* NIND ""My dearest Lizzie, */ ""I find myself very unwell this morning, which, I suppose, is to be imputed to my getting wet through yesterday.",0.068684,-0.117013,-0.021066,108,76,0.703704,0.068684,0.534342,0.4414935,0.489467
Pride and Prejudice.clean,276,"all her own. Till the next morning, however, she was not aware of all the felicity of her contrivance. Breakfast was scarcely over when a servant from Netherfield brought the following note for Elizabeth:-- /* NIND ""My dearest Lizzie, */ ""I find myself very unwell this morning, which, I suppose, is to be imputed to my getting wet through yesterday. My kind friends will not hear of my returning home till I am better. They insist also on my seeing Mr. Jones--therefore do not be alarmed if you should hear of his having been to me--and, excepting a sore throat and a headache, there is not much the matter with me. ""Yours, etc."" ""Well, my dear,"" said Mr.",0.095959,-0.105,0.002676,109,74,0.678899,0.095959,0.5479795,0.4475,0.501338
Pride and Prejudice.clean,277,"through yesterday. My kind friends will not hear of my returning home till I am better. They insist also on my seeing Mr. Jones--therefore do not be alarmed if you should hear of his having been to me--and, excepting a sore throat and a headache, there is not much the matter with me. ""Yours, etc."" ""Well, my dear,"" said Mr. Bennet, when Elizabeth had read the note aloud, ""if your daughter should have a dangerous fit of illness--if she should die--it would be a comfort to know that it was all in pursuit of Mr. Bingley, and under your orders."" ""Oh, I am not at all afraid of her dying. People do not die of little trifling colds.",0.113701,-0.07761,0.008117,112,77,0.6875,0.113701,0.5568505,0.461195,0.5040585
Pride and Prejudice.clean,278,"said Mr. Bennet, when Elizabeth had read the note aloud, ""if your daughter should have a dangerous fit of illness--if she should die--it would be a comfort to know that it was all in pursuit of Mr. Bingley, and under your orders."" ""Oh, I am not at all afraid of her dying. People do not die of little trifling colds. She will be taken good care of. As long as she stays there, it is all very well. I would go and see her if I could have the carriage."" Elizabeth, feeling really anxious, determined to go to her, though the carriage was not to be had: and as she was no horsewoman, walking was her only alternative.",0.100512,-0.061476,0.015341,114,82,0.719298,0.100512,0.550256,0.469262,0.5076705
Pride and Prejudice.clean,279,"trifling colds. She will be taken good care of. As long as she stays there, it is all very well. I would go and see her if I could have the carriage."" Elizabeth, feeling really anxious, determined to go to her, though the carriage was not to be had: and as she was no horsewoman, walking was her only alternative. She declared her resolution. ""How can you be so silly,"" cried her mother, ""as to think of such a thing, in all this dirt!",0.087421,-0.072316,0.008772,77,57,0.74026,0.087421,0.5437105,0.463842,0.504386
Pride and Prejudice.clean,280,"see her if I could have the carriage."" Elizabeth, feeling really anxious, determined to go to her, though the carriage was not to be had: and as she was no horsewoman, walking was her only alternative. She declared her resolution. ""How can you be so silly,"" cried her mother, ""as to think of such a thing, in all this dirt! You will not be fit to be seen when you get there."" ""I shall be very fit to see Jane--which is all I want."" ""Is this a hint to me, Lizzy,"" said her father, ""to send for the horses?"" ""No, indeed. I do not wish to avoid the walk.",0.052652,-0.076362,0.023899,100,69,0.69,0.052652,0.526326,0.461819,0.5119495
Pride and Prejudice.clean,281,"""as to think of such a thing, in all this dirt! You will not be fit to be seen when you get there."" ""I shall be very fit to see Jane--which is all I want."" ""Is this a hint to me, Lizzy,"" said her father, ""to send for the horses?"" ""No, indeed. I do not wish to avoid the walk. The distance is nothing, when one has a motive; only three miles.",0.022244,-0.124711,0.001756,65,45,0.692308,0.022244,0.511122,0.4376445,0.500878
Pride and Prejudice.clean,282,"will not be fit to be seen when you get there."" ""I shall be very fit to see Jane--which is all I want."" ""Is this a hint to me, Lizzy,"" said her father, ""to send for the horses?"" ""No, indeed. I do not wish to avoid the walk. The distance is nothing, when one has a motive; only three miles. I shall be back by dinner."" ""I admire the activity of your benevolence,"" observed Mary, ""but every impulse of feeling should be guided by reason; and, in my opinion, exertion should always be in proportion to what is required."" ""We will go as far as Meryton with you,"" said Catherine and Lydia.",0.104364,-0.071442,0.067844,108,77,0.712963,0.104364,0.552182,0.464279,0.533922
Pride and Prejudice.clean,283,"when one has a motive; only three miles. I shall be back by dinner."" ""I admire the activity of your benevolence,"" observed Mary, ""but every impulse of feeling should be guided by reason; and, in my opinion, exertion should always be in proportion to what is required."" ""We will go as far as Meryton with you,"" said Catherine and Lydia. Elizabeth accepted their company, and the three young ladies set off together. ""If we make haste,"" said Lydia, as they walked along, ""perhaps we may see something of Captain Carter, before he goes.""",0.157667,-0.036203,0.062913,91,69,0.758242,0.157667,0.5788335,0.4818985,0.5314565
Pride and Prejudice.clean,284,"and, in my opinion, exertion should always be in proportion to what is required."" ""We will go as far as Meryton with you,"" said Catherine and Lydia. Elizabeth accepted their company, and the three young ladies set off together. ""If we make haste,"" said Lydia, as they walked along, ""perhaps we may see something of Captain Carter, before he goes."" In Meryton they parted: the two youngest repaired to the lodgings of one of the officers' wives, and Elizabeth continued her walk alone, crossing field after field at a quick pace, jumping over stiles and springing over puddles, with impatient activity, and finding herself at last within view of the house, with weary ancles, dirty stockings, and a face glowing with the warmth of exercise.",0.114534,-0.068068,0.022477,122,88,0.721311,0.114534,0.557267,0.465966,0.5112385
Pride and Prejudice.clean,285,"two youngest repaired to the lodgings of one of the officers' wives, and Elizabeth continued her walk alone, crossing field after field at a quick pace, jumping over stiles and springing over puddles, with impatient activity, and finding herself at last within view of the house, with weary ancles, dirty stockings, and a face glowing with the warmth of exercise. She was shown into the breakfast parlour, where all but Jane were assembled, and where her appearance created a great deal of surprise. That she should have walked three miles so early in the day in such dirty weather, and by herself, was almost incredible to Mrs.",0.150397,-0.090055,0.006397,103,73,0.708738,0.150397,0.5751985,0.4549725,0.5031985
Pride and Prejudice.clean,286,"weary ancles, dirty stockings, and a face glowing with the warmth of exercise. She was shown into the breakfast parlour, where all but Jane were assembled, and where her appearance created a great deal of surprise. That she should have walked three miles so early in the day in such dirty weather, and by herself, was almost incredible to Mrs. Hurst and Miss Bingley; and Elizabeth was convinced that they held her in contempt for it. She was received, however, very politely by them; and in their brother's manners there was something better than politeness--there was good-humour and kindness. Mr. Darcy said very little, and Mr. Hurst nothing at all.",0.16225,-0.075513,0.010842,108,76,0.703704,0.16225,0.581125,0.46224350000000003,0.505421
Pride and Prejudice.clean,287,"dirty weather, and by herself, was almost incredible to Mrs. Hurst and Miss Bingley; and Elizabeth was convinced that they held her in contempt for it. She was received, however, very politely by them; and in their brother's manners there was something better than politeness--there was good-humour and kindness. Mr. Darcy said very little, and Mr. Hurst nothing at all. The former was divided between admiration of the brilliancy which exercise had given to her complexion and doubt as to the occasion's justifying her coming so far alone. The latter was thinking only of his breakfast. Her inquiries after her sister were not very favourably answered.",0.138222,-0.0995,-0.001042,101,72,0.712871,0.138222,0.569111,0.45025,0.499479
