book,chunk_id,text,v,a,d,n_tokens,n_hits,coverage,valence_only,v01,a01,d01
Romeo and Juliet.clean,111,"this night. CAPULET. Young Romeo, is it? TYBALT. 'Tis he, that villain Romeo. CAPULET. Content thee, gentle coz, let him alone, A bears him like a portly gentleman; And, to say truth, Verona brags of him To be a virtuous and well-govern'd youth. I would not for the wealth of all the town Here in my house do him disparagement. Therefore be patient, take no note of him, It is my will; the which if thou respect, Show a fair presence and put off these frowns, An ill-beseeming semblance for a feast. TYBALT. It fits when such a villain is a guest: I'll not endure him. CAPULET. He shall be endur'd. What, goodman boy!",0.119132,-0.113487,0.044237,112,76,0.678571,0.119132,0.559566,0.4432565,0.5221185
Romeo and Juliet.clean,112,"in my house do him disparagement. Therefore be patient, take no note of him, It is my will; the which if thou respect, Show a fair presence and put off these frowns, An ill-beseeming semblance for a feast. TYBALT. It fits when such a villain is a guest: I'll not endure him. CAPULET. He shall be endur'd. What, goodman boy! I say he shall, go to; Am I the master here, or you? Go to. You'll not endure him! God shall mend my soul, You'll make a mutiny among my guests! You will set cock-a-hoop, you'll be the man! TYBALT. Why, uncle, 'tis a shame. CAPULET. Go to, go to! You are a saucy boy. Is't so, indeed?",0.08331,-0.076296,0.04938,113,71,0.628319,0.08331,0.541655,0.461852,0.52469
Romeo and Juliet.clean,113,"goodman boy! I say he shall, go to; Am I the master here, or you? Go to. You'll not endure him! God shall mend my soul, You'll make a mutiny among my guests! You will set cock-a-hoop, you'll be the man! TYBALT. Why, uncle, 'tis a shame. CAPULET. Go to, go to! You are a saucy boy. Is't so, indeed? This trick may chance to scathe you, I know what. You must contrary me! Marry, 'tis time. Well said, my hearts!—You are a princox; go: Be quiet, or—More light, more light!—For shame! I'll make you quiet. What, cheerly, my hearts. TYBALT. Patience perforce with wilful choler meeting Makes my flesh tremble in their different greeting.",0.139954,-0.045138,0.050477,112,65,0.580357,0.139954,0.569977,0.477431,0.5252385
Romeo and Juliet.clean,114,"saucy boy. Is't so, indeed? This trick may chance to scathe you, I know what. You must contrary me! Marry, 'tis time. Well said, my hearts!—You are a princox; go: Be quiet, or—More light, more light!—For shame! I'll make you quiet. What, cheerly, my hearts. TYBALT. Patience perforce with wilful choler meeting Makes my flesh tremble in their different greeting. I will withdraw: but this intrusion shall, Now seeming sweet, convert to bitter gall. [_Exit._] ROMEO. [_To Juliet._] If I profane with my unworthiest hand This holy shrine, the gentle sin is this, My lips, two blushing pilgrims, ready stand To smooth that rough touch with a tender kiss. JULIET.",0.133568,-0.038811,0.014392,111,74,0.666667,0.133568,0.566784,0.4805945,0.507196
Romeo and Juliet.clean,115,"choler meeting Makes my flesh tremble in their different greeting. I will withdraw: but this intrusion shall, Now seeming sweet, convert to bitter gall. [_Exit._] ROMEO. [_To Juliet._] If I profane with my unworthiest hand This holy shrine, the gentle sin is this, My lips, two blushing pilgrims, ready stand To smooth that rough touch with a tender kiss. JULIET. Good pilgrim, you do wrong your hand too much, Which mannerly devotion shows in this; For saints have hands that pilgrims' hands do touch, And palm to palm is holy palmers' kiss. ROMEO. Have not saints lips, and holy palmers too? JULIET. Ay, pilgrim, lips that they must use in prayer. ROMEO.",0.107197,-0.076842,0.001158,109,76,0.697248,0.107197,0.5535985,0.461579,0.500579
Romeo and Juliet.clean,116,"that rough touch with a tender kiss. JULIET. Good pilgrim, you do wrong your hand too much, Which mannerly devotion shows in this; For saints have hands that pilgrims' hands do touch, And palm to palm is holy palmers' kiss. ROMEO. Have not saints lips, and holy palmers too? JULIET. Ay, pilgrim, lips that they must use in prayer. ROMEO. O, then, dear saint, let lips do what hands do: They pray, grant thou, lest faith turn to despair. JULIET. Saints do not move, though grant for prayers' sake. ROMEO. Then move not while my prayer's effect I take. Thus from my lips, by thine my sin is purg'd. [_Kissing her._] JULIET.",0.108686,-0.0566,0.023386,107,70,0.654206,0.108686,0.554343,0.4717,0.511693
Romeo and Juliet.clean,117,"lips that they must use in prayer. ROMEO. O, then, dear saint, let lips do what hands do: They pray, grant thou, lest faith turn to despair. JULIET. Saints do not move, though grant for prayers' sake. ROMEO. Then move not while my prayer's effect I take. Thus from my lips, by thine my sin is purg'd. [_Kissing her._] JULIET. Then have my lips the sin that they have took. ROMEO. Sin from my lips? O trespass sweetly urg'd! Give me my sin again. JULIET. You kiss by the book. NURSE. Madam, your mother craves a word with you. ROMEO. What is her mother? NURSE.",0.095095,-0.02919,0.042778,103,63,0.61165,0.095095,0.5475475,0.485405,0.521389
Romeo and Juliet.clean,118,"I take. Thus from my lips, by thine my sin is purg'd. [_Kissing her._] JULIET. Then have my lips the sin that they have took. ROMEO. Sin from my lips? O trespass sweetly urg'd! Give me my sin again. JULIET. You kiss by the book. NURSE. Madam, your mother craves a word with you. ROMEO. What is her mother? NURSE. Marry, bachelor, Her mother is the lady of the house, And a good lady, and a wise and virtuous. I nurs'd her daughter that you talk'd withal. I tell you, he that can lay hold of her Shall have the chinks. ROMEO. Is she a Capulet? O dear account! My life is my foe's debt. BENVOLIO.",0.192758,-0.048439,0.082576,115,66,0.573913,0.192758,0.596379,0.4757805,0.541288
Romeo and Juliet.clean,119,"is her mother? NURSE. Marry, bachelor, Her mother is the lady of the house, And a good lady, and a wise and virtuous. I nurs'd her daughter that you talk'd withal. I tell you, he that can lay hold of her Shall have the chinks. ROMEO. Is she a Capulet? O dear account! My life is my foe's debt. BENVOLIO. Away, be gone; the sport is at the best. ROMEO. Ay, so I fear; the more is my unrest. CAPULET. Nay, gentlemen, prepare not to be gone, We have a trifling foolish banquet towards. Is it e'en so? Why then, I thank you all; I thank you, honest gentlemen; good night. More torches here! Come on then, let's to bed.",0.221863,-0.098616,0.060452,114,73,0.640351,0.221863,0.6109315,0.450692,0.530226
Romeo and Juliet.clean,120,"Away, be gone; the sport is at the best. ROMEO. Ay, so I fear; the more is my unrest. CAPULET. Nay, gentlemen, prepare not to be gone, We have a trifling foolish banquet towards. Is it e'en so? Why then, I thank you all; I thank you, honest gentlemen; good night. More torches here! Come on then, let's to bed. Ah, sirrah, by my fay, it waxes late, I'll to my rest. [_Exeunt all but Juliet and Nurse._] JULIET. Come hither, Nurse. What is yond gentleman? NURSE. The son and heir of old Tiberio. JULIET. What's he that now is going out of door? NURSE. Marry, that I think be young Petruchio. JULIET.",0.171145,-0.070768,0.017246,106,69,0.650943,0.171145,0.5855725,0.46461600000000003,0.508623
Romeo and Juliet.clean,121,"here! Come on then, let's to bed. Ah, sirrah, by my fay, it waxes late, I'll to my rest. [_Exeunt all but Juliet and Nurse._] JULIET. Come hither, Nurse. What is yond gentleman? NURSE. The son and heir of old Tiberio. JULIET. What's he that now is going out of door? NURSE. Marry, that I think be young Petruchio. JULIET. What's he that follows here, that would not dance? NURSE. I know not. JULIET. Go ask his name. If he be married, My grave is like to be my wedding bed. NURSE. His name is Romeo, and a Montague, The only son of your great enemy. JULIET. My only love sprung from my only hate!",0.129164,-0.016521,0.052932,111,73,0.657658,0.129164,0.564582,0.4917395,0.526466
Romeo and Juliet.clean,122,"think be young Petruchio. JULIET. What's he that follows here, that would not dance? NURSE. I know not. JULIET. Go ask his name. If he be married, My grave is like to be my wedding bed. NURSE. His name is Romeo, and a Montague, The only son of your great enemy. JULIET. My only love sprung from my only hate! Too early seen unknown, and known too late! Prodigious birth of love it is to me, That I must love a loathed enemy. NURSE. What's this? What's this? JULIET. A rhyme I learn'd even now Of one I danc'd withal. [_One calls within, 'Juliet'._] NURSE. Anon, anon! Come let's away, the strangers all are gone. [_Exeunt._] ACT II Enter Chorus.",0.090203,-0.049342,0.023316,117,79,0.675214,0.090203,0.5451015,0.475329,0.511658
Romeo and Juliet.clean,123,"Too early seen unknown, and known too late! Prodigious birth of love it is to me, That I must love a loathed enemy. NURSE. What's this? What's this? JULIET. A rhyme I learn'd even now Of one I danc'd withal. [_One calls within, 'Juliet'._] NURSE. Anon, anon! Come let's away, the strangers all are gone. [_Exeunt._] ACT II Enter Chorus. CHORUS. Now old desire doth in his deathbed lie, And young affection gapes to be his heir; That fair for which love groan'd for and would die, With tender Juliet match'd, is now not fair.",0.072338,-0.034892,-0.008662,93,65,0.698925,0.072338,0.536169,0.482554,0.495669
Romeo and Juliet.clean,124,"Of one I danc'd withal. [_One calls within, 'Juliet'._] NURSE. Anon, anon! Come let's away, the strangers all are gone. [_Exeunt._] ACT II Enter Chorus. CHORUS. Now old desire doth in his deathbed lie, And young affection gapes to be his heir; That fair for which love groan'd for and would die, With tender Juliet match'd, is now not fair. Now Romeo is belov'd, and loves again, Alike bewitched by the charm of looks; But to his foe suppos'd he must complain, And she steal love's sweet bait from fearful hooks: Being held a foe, he may not have access To breathe such vows as lovers use to swear; And she as much in love, her means much less To meet her new beloved anywhere.",0.028976,-0.03144,-0.01844,120,84,0.7,0.028976,0.514488,0.48428,0.49078
Romeo and Juliet.clean,125,"loves again, Alike bewitched by the charm of looks; But to his foe suppos'd he must complain, And she steal love's sweet bait from fearful hooks: Being held a foe, he may not have access To breathe such vows as lovers use to swear; And she as much in love, her means much less To meet her new beloved anywhere. But passion lends them power, time means, to meet, Tempering extremities with extreme sweet. [_Exit._] SCENE I. An open place adjoining Capulet's Garden. Enter Romeo. ROMEO. Can I go forward when my heart is here? Turn back, dull earth, and find thy centre out. [_He climbs the wall and leaps down within it._] Enter Benvolio and Mercutio. BENVOLIO. Romeo!",0.077423,-0.059462,0.009949,112,78,0.696429,0.077423,0.5387115,0.470269,0.5049745
Romeo and Juliet.clean,126,"anywhere. But passion lends them power, time means, to meet, Tempering extremities with extreme sweet. [_Exit._] SCENE I. An open place adjoining Capulet's Garden. Enter Romeo. ROMEO. Can I go forward when my heart is here? Turn back, dull earth, and find thy centre out. [_He climbs the wall and leaps down within it._] Enter Benvolio and Mercutio. BENVOLIO. Romeo! My cousin Romeo! Romeo! MERCUTIO. He is wise, And on my life hath stol'n him home to bed. BENVOLIO. He ran this way, and leap'd this orchard wall: Call, good Mercutio. MERCUTIO. Nay, I'll conjure too. Romeo! Humours! Madman! Passion! Lover!",0.178894,-0.074803,0.058106,98,66,0.673469,0.178894,0.589447,0.4625985,0.529053
Romeo and Juliet.clean,127,"find thy centre out. [_He climbs the wall and leaps down within it._] Enter Benvolio and Mercutio. BENVOLIO. Romeo! My cousin Romeo! Romeo! MERCUTIO. He is wise, And on my life hath stol'n him home to bed. BENVOLIO. He ran this way, and leap'd this orchard wall: Call, good Mercutio. MERCUTIO. Nay, I'll conjure too. Romeo! Humours! Madman! Passion! Lover! Appear thou in the likeness of a sigh, Speak but one rhyme, and I am satisfied; Cry but 'Ah me!' Pronounce but Love and dove; Speak to my gossip Venus one fair word, One nickname for her purblind son and heir, Young Abraham Cupid, he that shot so trim When King Cophetua lov'd the beggar-maid.",0.155893,-0.052267,0.0108,113,75,0.663717,0.155893,0.5779465,0.4738665,0.5054
Romeo and Juliet.clean,128,"Romeo! Humours! Madman! Passion! Lover! Appear thou in the likeness of a sigh, Speak but one rhyme, and I am satisfied; Cry but 'Ah me!' Pronounce but Love and dove; Speak to my gossip Venus one fair word, One nickname for her purblind son and heir, Young Abraham Cupid, he that shot so trim When King Cophetua lov'd the beggar-maid. He heareth not, he stirreth not, he moveth not; The ape is dead, and I must conjure him. I conjure thee by Rosaline's bright eyes, By her high forehead and her scarlet lip, By her fine foot, straight leg, and quivering thigh, And the demesnes that there adjacent lie, That in thy likeness thou appear to us. BENVOLIO.",0.073913,-0.026825,-0.0003,117,80,0.683761,0.073913,0.5369565000000001,0.4865875,0.49985
Romeo and Juliet.clean,129,"the beggar-maid. He heareth not, he stirreth not, he moveth not; The ape is dead, and I must conjure him. I conjure thee by Rosaline's bright eyes, By her high forehead and her scarlet lip, By her fine foot, straight leg, and quivering thigh, And the demesnes that there adjacent lie, That in thy likeness thou appear to us. BENVOLIO. An if he hear thee, thou wilt anger him. MERCUTIO. This cannot anger him. 'Twould anger him To raise a spirit in his mistress' circle, Of some strange nature, letting it there stand Till she had laid it, and conjur'd it down; That were some spite.",0.006013,-0.047584,-0.007351,107,77,0.719626,0.006013,0.5030065,0.476208,0.4963245
Romeo and Juliet.clean,130,"demesnes that there adjacent lie, That in thy likeness thou appear to us. BENVOLIO. An if he hear thee, thou wilt anger him. MERCUTIO. This cannot anger him. 'Twould anger him To raise a spirit in his mistress' circle, Of some strange nature, letting it there stand Till she had laid it, and conjur'd it down; That were some spite. My invocation Is fair and honest, and, in his mistress' name, I conjure only but to raise up him. BENVOLIO. Come, he hath hid himself among these trees To be consorted with the humorous night. Blind is his love, and best befits the dark. MERCUTIO. If love be blind, love cannot hit the mark.",0.11753,-0.019952,0.060253,113,83,0.734513,0.11753,0.558765,0.490024,0.5301265
Romeo and Juliet.clean,131,"it down; That were some spite. My invocation Is fair and honest, and, in his mistress' name, I conjure only but to raise up him. BENVOLIO. Come, he hath hid himself among these trees To be consorted with the humorous night. Blind is his love, and best befits the dark. MERCUTIO. If love be blind, love cannot hit the mark. Now will he sit under a medlar tree, And wish his mistress were that kind of fruit As maids call medlars when they laugh alone. O Romeo, that she were, O that she were An open-arse and thou a poperin pear! Romeo, good night. I'll to my truckle-bed. This field-bed is too cold for me to sleep.",0.14212,-0.083253,0.021205,117,83,0.709402,0.14212,0.57106,0.4583735,0.5106025
Romeo and Juliet.clean,132,"hit the mark. Now will he sit under a medlar tree, And wish his mistress were that kind of fruit As maids call medlars when they laugh alone. O Romeo, that she were, O that she were An open-arse and thou a poperin pear! Romeo, good night. I'll to my truckle-bed. This field-bed is too cold for me to sleep. Come, shall we go? BENVOLIO. Go then; for 'tis in vain To seek him here that means not to be found. [_Exeunt._] SCENE II. Capulet's Garden. Enter Romeo. ROMEO. He jests at scars that never felt a wound. Juliet appears above at a window. But soft, what light through yonder window breaks?",0.101701,-0.126221,-0.03513,112,77,0.6875,0.101701,0.5508505,0.4368895,0.482435
Romeo and Juliet.clean,133,"field-bed is too cold for me to sleep. Come, shall we go? BENVOLIO. Go then; for 'tis in vain To seek him here that means not to be found. [_Exeunt._] SCENE II. Capulet's Garden. Enter Romeo. ROMEO. He jests at scars that never felt a wound. Juliet appears above at a window. But soft, what light through yonder window breaks? It is the east, and Juliet is the sun! Arise fair sun and kill the envious moon, Who is already sick and pale with grief, That thou her maid art far more fair than she.",0.067271,-0.111014,-0.019629,95,70,0.736842,0.067271,0.5336355,0.444493,0.4901855
Romeo and Juliet.clean,134,"Romeo. ROMEO. He jests at scars that never felt a wound. Juliet appears above at a window. But soft, what light through yonder window breaks? It is the east, and Juliet is the sun! Arise fair sun and kill the envious moon, Who is already sick and pale with grief, That thou her maid art far more fair than she. Be not her maid since she is envious; Her vestal livery is but sick and green, And none but fools do wear it; cast it off. It is my lady, O it is my love! O, that she knew she were! She speaks, yet she says nothing. What of that? Her eye discourses, I will answer it.",0.051405,-0.074354,-0.011835,117,79,0.675214,0.051405,0.5257025,0.462823,0.4940825
Romeo and Juliet.clean,135,"fair than she. Be not her maid since she is envious; Her vestal livery is but sick and green, And none but fools do wear it; cast it off. It is my lady, O it is my love! O, that she knew she were! She speaks, yet she says nothing. What of that? Her eye discourses, I will answer it. I am too bold, 'tis not to me she speaks. Two of the fairest stars in all the heaven, Having some business, do entreat her eyes To twinkle in their spheres till they return. What if her eyes were there, they in her head?",0.072547,-0.069016,-0.017281,101,64,0.633663,0.072547,0.5362735,0.465492,0.4913595
Romeo and Juliet.clean,136,"She speaks, yet she says nothing. What of that? Her eye discourses, I will answer it. I am too bold, 'tis not to me she speaks. Two of the fairest stars in all the heaven, Having some business, do entreat her eyes To twinkle in their spheres till they return. What if her eyes were there, they in her head? The brightness of her cheek would shame those stars, As daylight doth a lamp; her eyes in heaven Would through the airy region stream so bright That birds would sing and think it were not night. See how she leans her cheek upon her hand. O that I were a glove upon that hand, That I might touch that cheek.",0.129641,-0.085167,-0.001231,117,78,0.666667,0.129641,0.5648205,0.4574165,0.4993845
Romeo and Juliet.clean,137,"The brightness of her cheek would shame those stars, As daylight doth a lamp; her eyes in heaven Would through the airy region stream so bright That birds would sing and think it were not night. See how she leans her cheek upon her hand. O that I were a glove upon that hand, That I might touch that cheek. JULIET. Ay me. ROMEO. She speaks. O speak again bright angel, for thou art As glorious to this night, being o'er my head, As is a winged messenger of heaven Unto the white-upturned wondering eyes Of mortals that fall back to gaze on him When he bestrides the lazy-puffing clouds And sails upon the bosom of the air. JULIET.",0.165111,-0.087432,-0.014198,119,81,0.680672,0.165111,0.5825555,0.456284,0.492901
Romeo and Juliet.clean,138,"cheek. JULIET. Ay me. ROMEO. She speaks. O speak again bright angel, for thou art As glorious to this night, being o'er my head, As is a winged messenger of heaven Unto the white-upturned wondering eyes Of mortals that fall back to gaze on him When he bestrides the lazy-puffing clouds And sails upon the bosom of the air. JULIET. O Romeo, Romeo, wherefore art thou Romeo? Deny thy father and refuse thy name. Or if thou wilt not, be but sworn my love, And I'll no longer be a Capulet. ROMEO. [_Aside._] Shall I hear more, or shall I speak at this? JULIET. 'Tis but thy name that is my enemy; Thou art thyself, though not a Montague.",0.130151,-0.093959,-0.014603,118,73,0.618644,0.130151,0.5650755,0.4530205,0.4926985
Romeo and Juliet.clean,139,"JULIET. O Romeo, Romeo, wherefore art thou Romeo? Deny thy father and refuse thy name. Or if thou wilt not, be but sworn my love, And I'll no longer be a Capulet. ROMEO. [_Aside._] Shall I hear more, or shall I speak at this? JULIET. 'Tis but thy name that is my enemy; Thou art thyself, though not a Montague. What's Montague? It is nor hand nor foot, Nor arm, nor face, nor any other part Belonging to a man. O be some other name. What's in a name?",0.042234,-0.165532,-0.044745,87,47,0.54023,0.042234,0.521117,0.417234,0.4776275
Romeo and Juliet.clean,140,"be a Capulet. ROMEO. [_Aside._] Shall I hear more, or shall I speak at this? JULIET. 'Tis but thy name that is my enemy; Thou art thyself, though not a Montague. What's Montague? It is nor hand nor foot, Nor arm, nor face, nor any other part Belonging to a man. O be some other name. What's in a name? That which we call a rose By any other name would smell as sweet; So Romeo would, were he not Romeo call'd, Retain that dear perfection which he owes Without that title. Romeo, doff thy name, And for thy name, which is no part of thee, Take all myself. ROMEO. I take thee at thy word.",0.107824,-0.155368,-0.030191,112,68,0.607143,0.107824,0.553912,0.422316,0.4849045
Romeo and Juliet.clean,141,"What's in a name? That which we call a rose By any other name would smell as sweet; So Romeo would, were he not Romeo call'd, Retain that dear perfection which he owes Without that title. Romeo, doff thy name, And for thy name, which is no part of thee, Take all myself. ROMEO. I take thee at thy word. Call me but love, and I'll be new baptis'd; Henceforth I never will be Romeo. JULIET. What man art thou that, thus bescreen'd in night So stumblest on my counsel? ROMEO. By a name I know not how to tell thee who I am: My name, dear saint, is hateful to myself, Because it is an enemy to thee.",0.110013,-0.108013,0.009184,116,76,0.655172,0.110013,0.5550065,0.4459935,0.504592
Romeo and Juliet.clean,142,"word. Call me but love, and I'll be new baptis'd; Henceforth I never will be Romeo. JULIET. What man art thou that, thus bescreen'd in night So stumblest on my counsel? ROMEO. By a name I know not how to tell thee who I am: My name, dear saint, is hateful to myself, Because it is an enemy to thee. Had I it written, I would tear the word. JULIET. My ears have yet not drunk a hundred words Of thy tongue's utterance, yet I know the sound. Art thou not Romeo, and a Montague? ROMEO. Neither, fair maid, if either thee dislike. JULIET. How cam'st thou hither, tell me, and wherefore?",0.075029,-0.107779,-0.002971,110,68,0.618182,0.075029,0.5375145,0.4461105,0.4985145
Romeo and Juliet.clean,143,"myself, Because it is an enemy to thee. Had I it written, I would tear the word. JULIET. My ears have yet not drunk a hundred words Of thy tongue's utterance, yet I know the sound. Art thou not Romeo, and a Montague? ROMEO. Neither, fair maid, if either thee dislike. JULIET. How cam'st thou hither, tell me, and wherefore? The orchard walls are high and hard to climb, And the place death, considering who thou art, If any of my kinsmen find thee here. ROMEO. With love's light wings did I o'erperch these walls, For stony limits cannot hold love out, And what love can do, that dares love attempt: Therefore thy kinsmen are no stop to me. JULIET.",0.067493,-0.04952,-0.02784,118,75,0.635593,0.067493,0.5337465,0.47524,0.48608
Romeo and Juliet.clean,144,"The orchard walls are high and hard to climb, And the place death, considering who thou art, If any of my kinsmen find thee here. ROMEO. With love's light wings did I o'erperch these walls, For stony limits cannot hold love out, And what love can do, that dares love attempt: Therefore thy kinsmen are no stop to me. JULIET. If they do see thee, they will murder thee. ROMEO. Alack, there lies more peril in thine eye Than twenty of their swords. Look thou but sweet, And I am proof against their enmity. JULIET. I would not for the world they saw thee here. ROMEO.",0.037625,-0.023778,-0.013306,105,72,0.685714,0.037625,0.5188125,0.488111,0.493347
Romeo and Juliet.clean,145,"do, that dares love attempt: Therefore thy kinsmen are no stop to me. JULIET. If they do see thee, they will murder thee. ROMEO. Alack, there lies more peril in thine eye Than twenty of their swords. Look thou but sweet, And I am proof against their enmity. JULIET. I would not for the world they saw thee here. ROMEO. I have night's cloak to hide me from their eyes, And but thou love me, let them find me here. My life were better ended by their hate Than death prorogued, wanting of thy love. JULIET. By whose direction found'st thou out this place? ROMEO.",0.057627,-0.024013,-0.005453,104,75,0.721154,0.057627,0.5288135,0.4879935,0.4972735
Romeo and Juliet.clean,146,"against their enmity. JULIET. I would not for the world they saw thee here. ROMEO. I have night's cloak to hide me from their eyes, And but thou love me, let them find me here. My life were better ended by their hate Than death prorogued, wanting of thy love. JULIET. By whose direction found'st thou out this place? ROMEO. By love, that first did prompt me to enquire; He lent me counsel, and I lent him eyes. I am no pilot; yet wert thou as far As that vast shore wash'd with the farthest sea, I should adventure for such merchandise. JULIET.",0.078135,0.010068,0.053716,103,74,0.718447,0.078135,0.5390675,0.505034,0.526858
Romeo and Juliet.clean,147,"Than death prorogued, wanting of thy love. JULIET. By whose direction found'st thou out this place? ROMEO. By love, that first did prompt me to enquire; He lent me counsel, and I lent him eyes. I am no pilot; yet wert thou as far As that vast shore wash'd with the farthest sea, I should adventure for such merchandise. JULIET. Thou knowest the mask of night is on my face, Else would a maiden blush bepaint my cheek For that which thou hast heard me speak tonight. Fain would I dwell on form, fain, fain deny What I have spoke; but farewell compliment. Dost thou love me? I know thou wilt say Ay, And I will take thy word.",0.1156,-0.020976,0.014412,117,85,0.726496,0.1156,0.5578,0.489512,0.507206
Romeo and Juliet.clean,148,"JULIET. Thou knowest the mask of night is on my face, Else would a maiden blush bepaint my cheek For that which thou hast heard me speak tonight. Fain would I dwell on form, fain, fain deny What I have spoke; but farewell compliment. Dost thou love me? I know thou wilt say Ay, And I will take thy word. Yet, if thou swear'st, Thou mayst prove false. At lovers' perjuries, They say Jove laughs. O gentle Romeo, If thou dost love, pronounce it faithfully. Or if thou thinkest I am too quickly won, I'll frown and be perverse, and say thee nay, So thou wilt woo. But else, not for the world.",0.095405,-0.040127,-0.059949,110,79,0.718182,0.095405,0.5477025,0.4799365,0.4700255
Romeo and Juliet.clean,149,"Ay, And I will take thy word. Yet, if thou swear'st, Thou mayst prove false. At lovers' perjuries, They say Jove laughs. O gentle Romeo, If thou dost love, pronounce it faithfully. Or if thou thinkest I am too quickly won, I'll frown and be perverse, and say thee nay, So thou wilt woo. But else, not for the world. In truth, fair Montague, I am too fond; And therefore thou mayst think my 'haviour light: But trust me, gentleman, I'll prove more true Than those that have more cunning to be strange.",0.164508,-0.020846,0.014862,90,65,0.722222,0.164508,0.582254,0.489577,0.507431
Romeo and Juliet.clean,150,"if thou thinkest I am too quickly won, I'll frown and be perverse, and say thee nay, So thou wilt woo. But else, not for the world. In truth, fair Montague, I am too fond; And therefore thou mayst think my 'haviour light: But trust me, gentleman, I'll prove more true Than those that have more cunning to be strange. I should have been more strange, I must confess, But that thou overheard'st, ere I was 'ware, My true-love passion; therefore pardon me, And not impute this yielding to light love, Which the dark night hath so discovered. ROMEO. Lady, by yonder blessed moon I vow, That tips with silver all these fruit-tree tops,— JULIET.",0.162518,-0.040012,0.052795,112,83,0.741071,0.162518,0.581259,0.479994,0.5263975
Romeo and Juliet.clean,151,"more cunning to be strange. I should have been more strange, I must confess, But that thou overheard'st, ere I was 'ware, My true-love passion; therefore pardon me, And not impute this yielding to light love, Which the dark night hath so discovered. ROMEO. Lady, by yonder blessed moon I vow, That tips with silver all these fruit-tree tops,— JULIET. O swear not by the moon, th'inconstant moon, That monthly changes in her circled orb, Lest that thy love prove likewise variable. ROMEO. What shall I swear by? JULIET. Do not swear at all. Or if thou wilt, swear by thy gracious self, Which is the god of my idolatry, And I'll believe thee. ROMEO.",0.146342,-0.053114,0.057228,111,79,0.711712,0.146342,0.573171,0.473443,0.528614
Romeo and Juliet.clean,152,"all these fruit-tree tops,— JULIET. O swear not by the moon, th'inconstant moon, That monthly changes in her circled orb, Lest that thy love prove likewise variable. ROMEO. What shall I swear by? JULIET. Do not swear at all. Or if thou wilt, swear by thy gracious self, Which is the god of my idolatry, And I'll believe thee. ROMEO. If my heart's dear love,— JULIET. Well, do not swear. Although I joy in thee, I have no joy of this contract tonight; It is too rash, too unadvis'd, too sudden, Too like the lightning, which doth cease to be Ere one can say ""It lightens."" Sweet, good night.",0.116493,-0.079693,0.028387,106,75,0.707547,0.116493,0.5582465,0.4601535,0.5141935
Romeo and Juliet.clean,153,"is the god of my idolatry, And I'll believe thee. ROMEO. If my heart's dear love,— JULIET. Well, do not swear. Although I joy in thee, I have no joy of this contract tonight; It is too rash, too unadvis'd, too sudden, Too like the lightning, which doth cease to be Ere one can say ""It lightens."" Sweet, good night. This bud of love, by summer's ripening breath, May prove a beauteous flower when next we meet. Good night, good night. As sweet repose and rest Come to thy heart as that within my breast. ROMEO. O wilt thou leave me so unsatisfied? JULIET. What satisfaction canst thou have tonight? ROMEO. Th'exchange of thy love's faithful vow for mine. JULIET.",0.160326,-0.10407,0.001628,116,86,0.741379,0.160326,0.580163,0.447965,0.500814
Romeo and Juliet.clean,154,"This bud of love, by summer's ripening breath, May prove a beauteous flower when next we meet. Good night, good night. As sweet repose and rest Come to thy heart as that within my breast. ROMEO. O wilt thou leave me so unsatisfied? JULIET. What satisfaction canst thou have tonight? ROMEO. Th'exchange of thy love's faithful vow for mine. JULIET. I gave thee mine before thou didst request it; And yet I would it were to give again. ROMEO. Would'st thou withdraw it? For what purpose, love? JULIET. But to be frank and give it thee again.",0.160028,-0.129306,-0.032778,93,72,0.774194,0.160028,0.580014,0.435347,0.483611
Romeo and Juliet.clean,155,"wilt thou leave me so unsatisfied? JULIET. What satisfaction canst thou have tonight? ROMEO. Th'exchange of thy love's faithful vow for mine. JULIET. I gave thee mine before thou didst request it; And yet I would it were to give again. ROMEO. Would'st thou withdraw it? For what purpose, love? JULIET. But to be frank and give it thee again. And yet I wish but for the thing I have; My bounty is as boundless as the sea, My love as deep; the more I give to thee, The more I have, for both are infinite. I hear some noise within. Dear love, adieu. [_Nurse calls within._] Anon, good Nurse!—Sweet Montague be true.",0.170619,-0.083083,0.023048,111,84,0.756757,0.170619,0.5853095,0.4584585,0.511524
Romeo and Juliet.clean,156,"be frank and give it thee again. And yet I wish but for the thing I have; My bounty is as boundless as the sea, My love as deep; the more I give to thee, The more I have, for both are infinite. I hear some noise within. Dear love, adieu. [_Nurse calls within._] Anon, good Nurse!—Sweet Montague be true. Stay but a little, I will come again. [_Exit._] ROMEO. O blessed, blessed night. I am afeard, Being in night, all this is but a dream, Too flattering sweet to be substantial. Enter Juliet above. JULIET. Three words, dear Romeo, and good night indeed.",0.241532,-0.124104,0.046273,100,77,0.77,0.241532,0.620766,0.437948,0.5231365
